Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Avg_Exp_per_Night
2020,BE,Belgium,BE,Belgium,53
2020,BE,Belgium,CH,Switzerland,62
2020,BE,Belgium,DE,Germany,88
2020,BE,Belgium,EL,Greece,56
2020,BE,Belgium,ES,Spain,81
2020,BE,Belgium,FR,France,75
2020,BE,Belgium,IT,Italy,88
2020,BE,Belgium,LU,Luxembourg,117
2020,BE,Belgium,NL,Netherlands,71
2020,BE,Belgium,PL,Poland,23
2020,BE,Belgium,PT,Portugal,58
2020,BE,Belgium,RO,Romania,27
2020,BE,Belgium,SE,Sweden,74
2020,BE,Belgium,TR,Turkey,34
2020,BE,Belgium,UK,United Kingdom,114
2020,BG,Bulgaria,BG,Bulgaria,45
2020,BG,Bulgaria,EL,Greece,91
2020,BG,Bulgaria,TR,Turkey,107
2020,CH,Switzerland,AT,Austria,183
2020,CH,Switzerland,CH,Switzerland,102
2020,CH,Switzerland,DE,Germany,85
2020,CH,Switzerland,EL,Greece,143
2020,CH,Switzerland,ES,Spain,85
2020,CH,Switzerland,FR,France,100
2020,CH,Switzerland,IT,Italy,120
2020,CY,Cyprus,CY,Cyprus,53
2020,CY,Cyprus,EL,Greece,119
2020,CY,Cyprus,UK,United Kingdom,68
2020,CZ,Czechia,AT,Austria,83
2020,CZ,Czechia,CZ,Czechia,20
2020,CZ,Czechia,DE,Germany,99
2020,CZ,Czechia,HR,Croatia,50
2020,CZ,Czechia,IT,Italy,74
2020,CZ,Czechia,PL,Poland,54
2020,CZ,Czechia,SK,Slovakia,48
2020,DE,Germany,AT,Austria,106
2020,DE,Germany,BE,Belgium,53
2020,DE,Germany,CH,Switzerland,110
2020,DE,Germany,CZ,Czechia,49
2020,DE,Germany,DE,Germany,74
2020,DE,Germany,DK,Denmark,50
2020,DE,Germany,EL,Greece,82
2020,DE,Germany,ES,Spain,78
2020,DE,Germany,FR,France,85
2020,DE,Germany,HR,Croatia,77
2020,DE,Germany,IT,Italy,128
2020,DE,Germany,NL,Netherlands,108
2020,DE,Germany,PL,Poland,72
2020,DE,Germany,PT,Portugal,98
2020,DK,Denmark,AT,Austria,155
2020,DK,Denmark,DE,Germany,126
2020,DK,Denmark,DK,Denmark,67
2020,DK,Denmark,EL,Greece,135
2020,DK,Denmark,ES,Spain,141
2020,DK,Denmark,IT,Italy,86
2020,DK,Denmark,NO,Norway,118
2020,DK,Denmark,SE,Sweden,70
2020,DK,Denmark,UK,United Kingdom,241
2020,EE,Estonia,EE,Estonia,69
2020,EE,Estonia,ES,Spain,74
2020,EE,Estonia,FI,Finland,84
2020,EE,Estonia,LT,Lithuania,134
2020,EE,Estonia,LV,Latvia,125
2020,EE,Estonia,SE,Sweden,59
2020,EL,Greece,BG,Bulgaria,43
2020,EL,Greece,CY,Cyprus,48
2020,EL,Greece,DE,Germany,50
2020,EL,Greece,EL,Greece,40
2020,EL,Greece,IT,Italy,136
2020,EL,Greece,UK,United Kingdom,109
2020,ES,Spain,BE,Belgium,97
2020,ES,Spain,CH,Switzerland,88
2020,ES,Spain,DE,Germany,160
2020,ES,Spain,ES,Spain,45
2020,ES,Spain,FR,France,98
2020,ES,Spain,IT,Italy,128
2020,ES,Spain,NL,Netherlands,103
2020,ES,Spain,PT,Portugal,103
2020,ES,Spain,RO,Romania,42
2020,ES,Spain,UK,United Kingdom,111
2020,FI,Finland,DE,Germany,141
2020,FI,Finland,EE,Estonia,122
2020,FI,Finland,ES,Spain,46
2020,FI,Finland,FI,Finland,56
2020,FI,Finland,LV,Latvia,126
2020,FI,Finland,NO,Norway,105
2020,FI,Finland,SE,Sweden,120
2020,FR,France,AT,Austria,98
2020,FR,France,BE,Belgium,121
2020,FR,France,CH,Switzerland,113
2020,FR,France,DE,Germany,151
2020,FR,France,EL,Greece,158
2020,FR,France,ES,Spain,134
2020,FR,France,FR,France,66
2020,FR,France,IT,Italy,138
2020,FR,France,LU,Luxembourg,89
2020,FR,France,NL,Netherlands,77
2020,FR,France,PL,Poland,100
2020,FR,France,PT,Portugal,107
2020,FR,France,UK,United Kingdom,168
2020,HR,Croatia,AT,Austria,69
2020,HR,Croatia,DE,Germany,38
2020,HR,Croatia,HR,Croatia,37
2020,HR,Croatia,IT,Italy,89
2020,HR,Croatia,SI,Slovenia,78
2020,HU,Hungary,AT,Austria,45
2020,HU,Hungary,BE,Belgium,131
2020,HU,Hungary,BG,Bulgaria,129
2020,HU,Hungary,CH,Switzerland,59
2020,HU,Hungary,CY,Cyprus,61
2020,HU,Hungary,CZ,Czechia,82
2020,HU,Hungary,DE,Germany,90
2020,HU,Hungary,DK,Denmark,73
2020,HU,Hungary,EL,Greece,66
2020,HU,Hungary,ES,Spain,71
2020,HU,Hungary,FI,Finland,47
2020,HU,Hungary,FR,France,97
2020,HU,Hungary,HR,Croatia,53
2020,HU,Hungary,HU,Hungary,31
2020,HU,Hungary,IT,Italy,81
2020,HU,Hungary,MT,Malta,68
2020,HU,Hungary,NL,Netherlands,97
2020,HU,Hungary,PL,Poland,59
2020,HU,Hungary,PT,Portugal,76
2020,HU,Hungary,RO,Romania,25
2020,HU,Hungary,SE,Sweden,56
2020,HU,Hungary,SI,Slovenia,42
2020,HU,Hungary,SK,Slovakia,27
2020,HU,Hungary,TR,Turkey,69
2020,HU,Hungary,UK,United Kingdom,87
2020,IE,Ireland,AT,Austria,188
2020,IE,Ireland,BE,Belgium,168
2020,IE,Ireland,BG,Bulgaria,97
2020,IE,Ireland,CH,Switzerland,175
2020,IE,Ireland,CZ,Czechia,137
2020,IE,Ireland,DE,Germany,150
2020,IE,Ireland,EL,Greece,96
2020,IE,Ireland,ES,Spain,132
2020,IE,Ireland,FR,France,182
2020,IE,Ireland,HR,Croatia,111
2020,IE,Ireland,HU,Hungary,202
2020,IE,Ireland,IE,Ireland,71
2020,IE,Ireland,IT,Italy,170
2020,IE,Ireland,MT,Malta,72
2020,IE,Ireland,NL,Netherlands,175
2020,IE,Ireland,PL,Poland,90
2020,IE,Ireland,PT,Portugal,140
2020,IE,Ireland,UK,United Kingdom,126
2020,IT,Italy,AT,Austria,64
2020,IT,Italy,DE,Germany,100
2020,IT,Italy,ES,Spain,62
2020,IT,Italy,FR,France,102
2020,IT,Italy,HR,Croatia,84
2020,IT,Italy,IT,Italy,69
2020,LT,Lithuania,AT,Austria,118
2020,LT,Lithuania,BE,Belgium,112
2020,LT,Lithuania,BG,Bulgaria,76
2020,LT,Lithuania,CY,Cyprus,77
2020,LT,Lithuania,CZ,Czechia,112
2020,LT,Lithuania,DE,Germany,70
2020,LT,Lithuania,DK,Denmark,104
2020,LT,Lithuania,EE,Estonia,84
2020,LT,Lithuania,EL,Greece,76
2020,LT,Lithuania,ES,Spain,86
2020,LT,Lithuania,FI,Finland,50
2020,LT,Lithuania,FR,France,106
2020,LT,Lithuania,IE,Ireland,32
2020,LT,Lithuania,IT,Italy,114
2020,LT,Lithuania,LT,Lithuania,33
2020,LT,Lithuania,LV,Latvia,64
2020,LT,Lithuania,NL,Netherlands,53
2020,LT,Lithuania,NO,Norway,101
2020,LT,Lithuania,PL,Poland,90
2020,LT,Lithuania,SE,Sweden,129
2020,LT,Lithuania,TR,Turkey,132
2020,LT,Lithuania,UK,United Kingdom,54
2020,LU,Luxembourg,AT,Austria,223
2020,LU,Luxembourg,BE,Belgium,93
2020,LU,Luxembourg,CH,Switzerland,167
2020,LU,Luxembourg,DE,Germany,102
2020,LU,Luxembourg,DK,Denmark,90
2020,LU,Luxembourg,EL,Greece,99
2020,LU,Luxembourg,ES,Spain,162
2020,LU,Luxembourg,FR,France,127
2020,LU,Luxembourg,IT,Italy,154
2020,LU,Luxembourg,LU,Luxembourg,91
2020,LU,Luxembourg,NL,Netherlands,138
2020,LU,Luxembourg,PL,Poland,80
2020,LU,Luxembourg,PT,Portugal,119
2020,LU,Luxembourg,SE,Sweden,153
2020,LU,Luxembourg,UK,United Kingdom,192
2020,LV,Latvia,DE,Germany,32
2020,LV,Latvia,EE,Estonia,72
2020,LV,Latvia,LT,Lithuania,70
2020,LV,Latvia,LV,Latvia,20
2020,MK,North Macedonia,BG,Bulgaria,44
2020,MK,North Macedonia,DE,Germany,44
2020,MT,Malta,BE,Belgium,226
2020,MT,Malta,DE,Germany,178
2020,MT,Malta,FR,France,97
2020,MT,Malta,IT,Italy,138
2020,MT,Malta,MT,Malta,53
2020,MT,Malta,UK,United Kingdom,169
2020,NL,Netherlands,AT,Austria,112
2020,NL,Netherlands,BE,Belgium,70
2020,NL,Netherlands,CH,Switzerland,56
2020,NL,Netherlands,CZ,Czechia,38
2020,NL,Netherlands,DE,Germany,72
2020,NL,Netherlands,DK,Denmark,65
2020,NL,Netherlands,EL,Greece,123
2020,NL,Netherlands,ES,Spain,91
2020,NL,Netherlands,FI,Finland,205
2020,NL,Netherlands,FR,France,96
2020,NL,Netherlands,IT,Italy,60
2020,NL,Netherlands,LU,Luxembourg,71
2020,NL,Netherlands,NL,Netherlands,34
2020,NL,Netherlands,NO,Norway,79
2020,NL,Netherlands,PL,Poland,38
2020,NL,Netherlands,PT,Portugal,59
2020,NL,Netherlands,SE,Sweden,83
2020,NL,Netherlands,UK,United Kingdom,129
2020,PL,Poland,AT,Austria,93
2020,PL,Poland,BE,Belgium,95
2020,PL,Poland,BG,Bulgaria,65
2020,PL,Poland,CH,Switzerland,60
2020,PL,Poland,CY,Cyprus,78
2020,PL,Poland,CZ,Czechia,91
2020,PL,Poland,DE,Germany,76
2020,PL,Poland,DK,Denmark,108
2020,PL,Poland,EL,Greece,82
2020,PL,Poland,ES,Spain,137
2020,PL,Poland,FI,Finland,51
2020,PL,Poland,FR,France,100
2020,PL,Poland,HR,Croatia,58
2020,PL,Poland,HU,Hungary,94
2020,PL,Poland,IE,Ireland,30
2020,PL,Poland,IS,Iceland,68
2020,PL,Poland,IT,Italy,93
2020,PL,Poland,LT,Lithuania,93
2020,PL,Poland,MT,Malta,80
2020,PL,Poland,NL,Netherlands,92
2020,PL,Poland,NO,Norway,32
2020,PL,Poland,PL,Poland,33
2020,PL,Poland,PT,Portugal,86
2020,PL,Poland,RO,Romania,104
2020,PL,Poland,SE,Sweden,75
2020,PL,Poland,SK,Slovakia,58
2020,PL,Poland,TR,Turkey,81
2020,PL,Poland,UK,United Kingdom,70
2020,PT,Portugal,CH,Switzerland,36
2020,PT,Portugal,DE,Germany,51
2020,PT,Portugal,ES,Spain,83
2020,PT,Portugal,FR,France,89
2020,PT,Portugal,IT,Italy,100
2020,PT,Portugal,NL,Netherlands,76
2020,PT,Portugal,PT,Portugal,37
2020,PT,Portugal,UK,United Kingdom,111
2020,RO,Romania,AT,Austria,75
2020,RO,Romania,BG,Bulgaria,93
2020,RO,Romania,DE,Germany,25
2020,RO,Romania,EL,Greece,65
2020,RO,Romania,HU,Hungary,35
2020,RO,Romania,IT,Italy,55
2020,RO,Romania,RO,Romania,40
2020,SE,Sweden,AT,Austria,169
2020,SE,Sweden,DE,Germany,69
2020,SE,Sweden,DK,Denmark,183
2020,SE,Sweden,ES,Spain,144
2020,SE,Sweden,FI,Finland,162
2020,SE,Sweden,FR,France,126
2020,SE,Sweden,IT,Italy,187
2020,SE,Sweden,NO,Norway,153
2020,SE,Sweden,SE,Sweden,63
2020,SE,Sweden,UK,United Kingdom,165
2020,SI,Slovenia,AT,Austria,74
2020,SI,Slovenia,HR,Croatia,25
2020,SI,Slovenia,IT,Italy,47
2020,SI,Slovenia,SI,Slovenia,44
2020,SK,Slovakia,AT,Austria,92
2020,SK,Slovakia,CZ,Czechia,57
2020,SK,Slovakia,HR,Croatia,59
2020,SK,Slovakia,HU,Hungary,95
2020,SK,Slovakia,SK,Slovakia,41
2021,AT,Austria,AT,Austria,112
2021,AT,Austria,CH,Switzerland,193
2021,AT,Austria,CZ,Czechia,125
2021,AT,Austria,DE,Germany,149
2021,AT,Austria,EL,Greece,146
2021,AT,Austria,ES,Spain,140
2021,AT,Austria,FR,France,151
2021,AT,Austria,HR,Croatia,151
2021,AT,Austria,HU,Hungary,103
2021,AT,Austria,IT,Italy,170
2021,AT,Austria,NL,Netherlands,83
2021,AT,Austria,PL,Poland,120
2021,AT,Austria,PT,Portugal,152
2021,AT,Austria,RO,Romania,88
2021,AT,Austria,SI,Slovenia,136
2021,AT,Austria,SK,Slovakia,61
2021,AT,Austria,TR,Turkey,104
2021,AT,Austria,UK,United Kingdom,190
2021,BE,Belgium,AT,Austria,105
2021,BE,Belgium,BE,Belgium,62
2021,BE,Belgium,CH,Switzerland,66
2021,BE,Belgium,DE,Germany,90
2021,BE,Belgium,EL,Greece,103
2021,BE,Belgium,ES,Spain,115
2021,BE,Belgium,FR,France,75
2021,BE,Belgium,HR,Croatia,81
2021,BE,Belgium,HU,Hungary,52
2021,BE,Belgium,IT,Italy,124
2021,BE,Belgium,LU,Luxembourg,102
2021,BE,Belgium,NL,Netherlands,89
2021,BE,Belgium,PL,Poland,41
2021,BE,Belgium,PT,Portugal,98
2021,BE,Belgium,RO,Romania,24
2021,BE,Belgium,SE,Sweden,64
2021,BE,Belgium,TR,Turkey,48
2021,BE,Belgium,UK,United Kingdom,89
2021,BG,Bulgaria,BG,Bulgaria,49
2021,BG,Bulgaria,EL,Greece,47
2021,BG,Bulgaria,TR,Turkey,76
2021,CH,Switzerland,AT,Austria,128
2021,CH,Switzerland,CH,Switzerland,117
2021,CH,Switzerland,DE,Germany,300
2021,CH,Switzerland,EL,Greece,66
2021,CH,Switzerland,ES,Spain,156
2021,CH,Switzerland,FR,France,146
2021,CH,Switzerland,IT,Italy,138
2021,CH,Switzerland,PT,Portugal,61
2021,CY,Cyprus,CY,Cyprus,52
2021,CY,Cyprus,EL,Greece,125
2021,CY,Cyprus,UK,United Kingdom,79
2021,CZ,Czechia,AT,Austria,84
2021,CZ,Czechia,BG,Bulgaria,84
2021,CZ,Czechia,CZ,Czechia,22
2021,CZ,Czechia,DE,Germany,108
2021,CZ,Czechia,EL,Greece,96
2021,CZ,Czechia,ES,Spain,111
2021,CZ,Czechia,HR,Croatia,56
2021,CZ,Czechia,HU,Hungary,71
2021,CZ,Czechia,IT,Italy,71
2021,CZ,Czechia,PL,Poland,48
2021,CZ,Czechia,SK,Slovakia,50
2021,CZ,Czechia,TR,Turkey,65
2021,DE,Germany,AT,Austria,124
2021,DE,Germany,BE,Belgium,102
2021,DE,Germany,CH,Switzerland,108
2021,DE,Germany,CZ,Czechia,76
2021,DE,Germany,DE,Germany,80
2021,DE,Germany,DK,Denmark,77
2021,DE,Germany,EL,Greece,162
2021,DE,Germany,ES,Spain,97
2021,DE,Germany,FR,France,142
2021,DE,Germany,HR,Croatia,87
2021,DE,Germany,IT,Italy,121
2021,DE,Germany,NL,Netherlands,90
2021,DE,Germany,PL,Poland,71
2021,DE,Germany,PT,Portugal,115
2021,DE,Germany,SE,Sweden,108
2021,DE,Germany,TR,Turkey,97
2021,DK,Denmark,DE,Germany,146
2021,DK,Denmark,DK,Denmark,65
2021,DK,Denmark,EL,Greece,147
2021,DK,Denmark,ES,Spain,111
2021,DK,Denmark,FR,France,84
2021,DK,Denmark,IT,Italy,133
2021,DK,Denmark,NO,Norway,115
2021,DK,Denmark,PL,Poland,89
2021,DK,Denmark,SE,Sweden,79
2021,EE,Estonia,EE,Estonia,73
2021,EE,Estonia,EL,Greece,153
2021,EE,Estonia,ES,Spain,98
2021,EE,Estonia,FI,Finland,89
2021,EE,Estonia,IT,Italy,147
2021,EE,Estonia,LV,Latvia,205
2021,EE,Estonia,SE,Sweden,142
2021,EE,Estonia,TR,Turkey,105
2021,EL,Greece,BG,Bulgaria,37
2021,EL,Greece,CH,Switzerland,65
2021,EL,Greece,CY,Cyprus,57
2021,EL,Greece,DE,Germany,56
2021,EL,Greece,EL,Greece,48
2021,EL,Greece,ES,Spain,79
2021,EL,Greece,IT,Italy,95
2021,EL,Greece,TR,Turkey,129
2021,EL,Greece,UK,United Kingdom,57
2021,ES,Spain,BE,Belgium,94
2021,ES,Spain,CH,Switzerland,74
2021,ES,Spain,DE,Germany,102
2021,ES,Spain,EL,Greece,125
2021,ES,Spain,ES,Spain,55
2021,ES,Spain,FR,France,106
2021,ES,Spain,IE,Ireland,71
2021,ES,Spain,IT,Italy,140
2021,ES,Spain,NL,Netherlands,105
2021,ES,Spain,PL,Poland,141
2021,ES,Spain,PT,Portugal,106
2021,ES,Spain,RO,Romania,43
2021,ES,Spain,UK,United Kingdom,109
2021,FI,Finland,EE,Estonia,127
2021,FI,Finland,ES,Spain,75
2021,FI,Finland,FI,Finland,55
2021,FI,Finland,SE,Sweden,189
2021,FR,France,AT,Austria,105
2021,FR,France,BE,Belgium,106
2021,FR,France,CH,Switzerland,109
2021,FR,France,DE,Germany,163
2021,FR,France,EL,Greece,132
2021,FR,France,ES,Spain,128
2021,FR,France,FR,France,68
2021,FR,France,HR,Croatia,110
2021,FR,France,IT,Italy,165
2021,FR,France,NL,Netherlands,140
2021,FR,France,PL,Poland,123
2021,FR,France,PT,Portugal,186
2021,FR,France,UK,United Kingdom,134
2021,HR,Croatia,AT,Austria,96
2021,HR,Croatia,DE,Germany,32
2021,HR,Croatia,HR,Croatia,49
2021,HR,Croatia,IT,Italy,105
2021,HR,Croatia,SI,Slovenia,96
2021,HU,Hungary,AT,Austria,39
2021,HU,Hungary,BE,Belgium,113
2021,HU,Hungary,BG,Bulgaria,58
2021,HU,Hungary,CH,Switzerland,63
2021,HU,Hungary,CY,Cyprus,62
2021,HU,Hungary,CZ,Czechia,82
2021,HU,Hungary,DE,Germany,93
2021,HU,Hungary,DK,Denmark,37
2021,HU,Hungary,EL,Greece,63
2021,HU,Hungary,ES,Spain,60
2021,HU,Hungary,FR,France,101
2021,HU,Hungary,HR,Croatia,58
2021,HU,Hungary,HU,Hungary,32
2021,HU,Hungary,IT,Italy,78
2021,HU,Hungary,MT,Malta,67
2021,HU,Hungary,NL,Netherlands,51
2021,HU,Hungary,PL,Poland,57
2021,HU,Hungary,PT,Portugal,72
2021,HU,Hungary,RO,Romania,26
2021,HU,Hungary,SE,Sweden,40
2021,HU,Hungary,SI,Slovenia,55
2021,HU,Hungary,SK,Slovakia,28
2021,HU,Hungary,TR,Turkey,70
2021,HU,Hungary,UK,United Kingdom,45
2021,IE,Ireland,ES,Spain,134
2021,IE,Ireland,FR,France,95
2021,IE,Ireland,IE,Ireland,80
2021,IE,Ireland,IT,Italy,69
2021,IE,Ireland,PT,Portugal,121
2021,IE,Ireland,UK,United Kingdom,117
2021,IT,Italy,DE,Germany,65
2021,IT,Italy,EL,Greece,113
2021,IT,Italy,ES,Spain,109
2021,IT,Italy,FR,France,92
2021,IT,Italy,IT,Italy,72
2021,IT,Italy,RO,Romania,39
2021,LT,Lithuania,AT,Austria,112
2021,LT,Lithuania,BE,Belgium,117
2021,LT,Lithuania,BG,Bulgaria,79
2021,LT,Lithuania,CY,Cyprus,52
2021,LT,Lithuania,CZ,Czechia,87
2021,LT,Lithuania,DE,Germany,78
2021,LT,Lithuania,DK,Denmark,100
2021,LT,Lithuania,EE,Estonia,82
2021,LT,Lithuania,EL,Greece,97
2021,LT,Lithuania,ES,Spain,91
2021,LT,Lithuania,FI,Finland,98
2021,LT,Lithuania,FR,France,77
2021,LT,Lithuania,IE,Ireland,43
2021,LT,Lithuania,IT,Italy,90
2021,LT,Lithuania,LT,Lithuania,34
2021,LT,Lithuania,LV,Latvia,70
2021,LT,Lithuania,NL,Netherlands,107
2021,LT,Lithuania,NO,Norway,94
2021,LT,Lithuania,PL,Poland,79
2021,LT,Lithuania,PT,Portugal,73
2021,LT,Lithuania,SE,Sweden,123
2021,LT,Lithuania,TR,Turkey,80
2021,LT,Lithuania,UK,United Kingdom,70
2021,LU,Luxembourg,AT,Austria,192
2021,LU,Luxembourg,BE,Belgium,80
2021,LU,Luxembourg,BG,Bulgaria,109
2021,LU,Luxembourg,CH,Switzerland,206
2021,LU,Luxembourg,DE,Germany,137
2021,LU,Luxembourg,DK,Denmark,86
2021,LU,Luxembourg,EL,Greece,203
2021,LU,Luxembourg,ES,Spain,177
2021,LU,Luxembourg,FR,France,128
2021,LU,Luxembourg,HR,Croatia,120
2021,LU,Luxembourg,HU,Hungary,58
2021,LU,Luxembourg,IE,Ireland,135
2021,LU,Luxembourg,IT,Italy,164
2021,LU,Luxembourg,LU,Luxembourg,80
2021,LU,Luxembourg,MT,Malta,153
2021,LU,Luxembourg,NL,Netherlands,150
2021,LU,Luxembourg,PL,Poland,70
2021,LU,Luxembourg,PT,Portugal,133
2021,LU,Luxembourg,RO,Romania,69
2021,LU,Luxembourg,SE,Sweden,129
2021,LU,Luxembourg,TR,Turkey,121
2021,LU,Luxembourg,UK,United Kingdom,182
2021,LV,Latvia,DE,Germany,126
2021,LV,Latvia,EE,Estonia,99
2021,LV,Latvia,IT,Italy,59
2021,LV,Latvia,LT,Lithuania,107
2021,LV,Latvia,LV,Latvia,25
2021,LV,Latvia,PL,Poland,86
2021,MK,North Macedonia,BG,Bulgaria,63
2021,MK,North Macedonia,CH,Switzerland,37
2021,MK,North Macedonia,DE,Germany,23
2021,MK,North Macedonia,EL,Greece,45
2021,MK,North Macedonia,TR,Turkey,58
2021,MT,Malta,DE,Germany,99
2021,MT,Malta,EL,Greece,198
2021,MT,Malta,ES,Spain,136
2021,MT,Malta,FR,France,145
2021,MT,Malta,IT,Italy,172
2021,MT,Malta,MT,Malta,62
2021,MT,Malta,NL,Netherlands,208
2021,MT,Malta,PL,Poland,112
2021,MT,Malta,UK,United Kingdom,150
2021,NL,Netherlands,AT,Austria,116
2021,NL,Netherlands,BE,Belgium,79
2021,NL,Netherlands,CH,Switzerland,99
2021,NL,Netherlands,CY,Cyprus,168
2021,NL,Netherlands,CZ,Czechia,63
2021,NL,Netherlands,DE,Germany,87
2021,NL,Netherlands,DK,Denmark,150
2021,NL,Netherlands,EL,Greece,112
2021,NL,Netherlands,ES,Spain,147
2021,NL,Netherlands,FR,France,94
2021,NL,Netherlands,HR,Croatia,65
2021,NL,Netherlands,HU,Hungary,52
2021,NL,Netherlands,IE,Ireland,97
2021,NL,Netherlands,IS,Iceland,181
