Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2019,LT,Lithuania,FI,Finland,12297674.0,303.09666666666664,63.92333333333334
2019,LT,Lithuania,FR,France,32366930.0,527.3133333333334,90.46333333333332
2019,LT,Lithuania,HR,Croatia,19063267.0,693.855,86.68
2019,LT,Lithuania,IE,Ireland,28158624.0,332.54333333333335,57.63666666666666
2019,LT,Lithuania,IS,Iceland,3119280.0,636.08,72.05
2019,LT,Lithuania,IT,Italy,74784056.0,397.84999999999997,91.28333333333335
2019,LT,Lithuania,LT,Lithuania,409689420.0,83.21333333333332,27.05333333333333
2019,LT,Lithuania,LV,Latvia,94318660.0,196.19333333333336,50.903333333333336
2019,LT,Lithuania,NL,Netherlands,31318654.0,331.1233333333333,61.41
2019,LT,Lithuania,NO,Norway,100946364.0,439.33,73.28666666666668
2019,LT,Lithuania,PL,Poland,91039238.0,274.7266666666667,83.69333333333333
2019,LT,Lithuania,PT,Portugal,11697214.0,644.9649999999999,64.905
2019,LT,Lithuania,SE,Sweden,70449105.0,602.9266666666667,99.68333333333332
2019,LT,Lithuania,SK,Slovakia,16689876.0,527.21,83.12
2019,LT,Lithuania,TR,Turkey,197923278.0,589.7266666666667,124.2
2019,LT,Lithuania,UK,United Kingdom,131196355.0,280.7,51.843333333333334
2019,LU,Luxembourg,AT,Austria,207013684.0,1113.62,223.74333333333334
2019,LU,Luxembourg,BE,Belgium,169247286.0,479.3766666666667,131.79
2019,LU,Luxembourg,BG,Bulgaria,16227649.0,979.12,94.46000000000001
2019,LU,Luxembourg,CH,Switzerland,132118364.0,912.0666666666666,216.40666666666667
2019,LU,Luxembourg,CZ,Czechia,15915535.0,587.55,104.19999999999999
2019,LU,Luxembourg,DE,Germany,379723194.0,574.7366666666667,172.51666666666665
2019,LU,Luxembourg,DK,Denmark,34440470.0,783.48,161.70666666666668
2019,LU,Luxembourg,EL,Greece,115976457.0,1302.15,140.04000000000002
2019,LU,Luxembourg,ES,Spain,447185181.0,1109.7833333333333,194.75
2019,LU,Luxembourg,FR,France,675160108.0,702.3233333333334,152.56333333333333
2019,LU,Luxembourg,HR,Croatia,39496432.0,1337.4650000000001,145.345
2019,LU,Luxembourg,HU,Hungary,19722282.0,709.2,84.91
2019,LU,Luxembourg,IE,Ireland,26588183.0,836.79,126.67
2019,LU,Luxembourg,IT,Italy,427280513.0,953.6333333333333,176.09666666666666
2019,LU,Luxembourg,LU,Luxembourg,20245508.0,363.4633333333333,100.70666666666666
2019,LU,Luxembourg,MT,Malta,22663944.0,1009.335,163.19
2019,LU,Luxembourg,NL,Netherlands,129882194.0,539.4333333333333,156.49333333333334
2019,LU,Luxembourg,PL,Poland,19683555.0,792.51,92.16999999999999
2019,LU,Luxembourg,PT,Portugal,322866608.0,872.5433333333334,137.13333333333333
2019,LU,Luxembourg,RO,Romania,24160397.0,695.525,87.32
2019,LU,Luxembourg,SE,Sweden,32978828.0,999.015,141.22
2019,LU,Luxembourg,TR,Turkey,34939844.0,1278.76,125.91499999999999
2019,LU,Luxembourg,UK,United Kingdom,159910138.0,801.98,209.33333333333334
2019,LV,Latvia,DE,Germany,98220755.0,604.28,63.33
2019,LV,Latvia,EE,Estonia,43885883.0,138.22500000000002,85.755
2019,LV,Latvia,EL,Greece,71557910.0,711.33,95.73
2019,LV,Latvia,ES,Spain,65851630.0,662.28,69.63
2019,LV,Latvia,FI,Finland,31842787.0,563.72,141.49
2019,LV,Latvia,LT,Lithuania,41101251.0,125.82,80.83000000000001
2019,LV,Latvia,LV,Latvia,277996452.0,68.76333333333334,22.986666666666668
2019,LV,Latvia,PL,Poland,12647667.0,305.73,89.19
2019,LV,Latvia,SE,Sweden,52470930.0,278.2,98.89
2019,LV,Latvia,TR,Turkey,65799856.0,574.18,68.85
2019,LV,Latvia,UK,United Kingdom,43574994.0,347.095,51.95
2019,MK,North Macedonia,BG,Bulgaria,14617790.0,180.64666666666668,42.68
2019,MK,North Macedonia,CH,Switzerland,8745215.0,332.42,26.325000000000003
2019,MK,North Macedonia,DE,Germany,16903504.0,213.675,23.005
2019,MK,North Macedonia,EL,Greece,48716590.0,225.84666666666666,47.24
2019,MK,North Macedonia,HR,Croatia,7157684.0,272.65999999999997,35.18
2019,MK,North Macedonia,IT,Italy,8902441.0,223.98000000000002,24.07
2019,MK,North Macedonia,SI,Slovenia,4330086.0,263.015,36.67
2019,MK,North Macedonia,TR,Turkey,10956951.0,422.605,64.72
2019,MT,Malta,AT,Austria,27404311.0,966.0350000000001,171.635
2019,MT,Malta,BE,Belgium,28772181.0,670.1233333333333,186.79333333333332
2019,MT,Malta,CY,Cyprus,12525201.0,1055.9450000000002,138.73000000000002
2019,MT,Malta,DE,Germany,55168600.0,786.5466666666666,174.29
2019,MT,Malta,EL,Greece,24115329.0,990.31,149.755
2019,MT,Malta,ES,Spain,74065322.0,815.8366666666667,183.13333333333333
2019,MT,Malta,FR,France,48956578.0,910.03,155.68
2019,MT,Malta,HU,Hungary,14600020.0,713.2449999999999,134.41
2019,MT,Malta,IE,Ireland,13958342.0,793.7149999999999,121.43
2019,MT,Malta,IT,Italy,269874468.0,675.0300000000001,176.69333333333336
2019,MT,Malta,MT,Malta,78617020.0,200.65333333333334,61.626666666666665
2019,MT,Malta,NL,Netherlands,33731047.0,826.4100000000001,135.95499999999998
2019,MT,Malta,PL,Poland,28221147.0,849.4,136.765
2019,MT,Malta,PT,Portugal,17903446.0,868.9549999999999,130.64499999999998
2019,MT,Malta,SI,Slovenia,11608081.0,883.82,143.64499999999998
2019,MT,Malta,SK,Slovakia,4522645.0,689.06,125.54
2019,MT,Malta,UK,United Kingdom,190960990.0,781.75,179.72333333333333
2019,NL,Netherlands,AT,Austria,1758261497.0,719.5666666666666,135.73333333333332
2019,NL,Netherlands,BE,Belgium,1132324582.0,285.4266666666667,87.14666666666666
2019,NL,Netherlands,BG,Bulgaria,95936053.0,623.63,54.64
2019,NL,Netherlands,CH,Switzerland,316112025.0,744.375,88.465
2019,NL,Netherlands,CY,Cyprus,104526032.0,1100.29,115.7
2019,NL,Netherlands,CZ,Czechia,335229014.0,544.4133333333333,107.45666666666666
2019,NL,Netherlands,DE,Germany,3069247613.0,401.5733333333333,96.27
2019,NL,Netherlands,DK,Denmark,325428289.0,637.09,113.74666666666667
2019,NL,Netherlands,EL,Greece,1769384072.0,1050.69,97.405
2019,NL,Netherlands,ES,Spain,3930175791.0,761.1366666666667,117.27666666666666
2019,NL,Netherlands,FI,Finland,172759286.0,1298.73,201.905
2019,NL,Netherlands,FR,France,2759605000.0,552.5600000000001,95.88
2019,NL,Netherlands,HR,Croatia,473905121.0,909.215,69.11
2019,NL,Netherlands,HU,Hungary,151266198.0,697.395,54.04
2019,NL,Netherlands,IE,Ireland,180360205.0,988.9000000000001,109.175
2019,NL,Netherlands,IS,Iceland,185711865.0,2232.49,229.635
2019,NL,Netherlands,IT,Italy,2087308658.0,767.1333333333333,128.42
2019,NL,Netherlands,LU,Luxembourg,113482825.0,331.66,72.69333333333334
2019,NL,Netherlands,NL,Netherlands,7717309278.0,179.05333333333337,43.47
2019,NL,Netherlands,NO,Norway,590598962.0,1508.27,115.36
2019,NL,Netherlands,PL,Poland,319408897.0,515.37,110.64333333333333
2019,NL,Netherlands,PT,Portugal,953465942.0,755.9633333333335,108.50666666666666
2019,NL,Netherlands,RO,Romania,101948090.0,718.065,79.76499999999999
2019,NL,Netherlands,SE,Sweden,293282460.0,746.0500000000001,118.03666666666668
2019,NL,Netherlands,SI,Slovenia,81439504.0,957.8499999999999,47.63
2019,NL,Netherlands,TR,Turkey,1117862567.0,922.74,79.35
2019,NL,Netherlands,UK,United Kingdom,1822116608.0,732.9466666666667,156.44666666666666
2019,PL,Poland,AT,Austria,489671478.0,503.21999999999997,97.24
2019,PL,Poland,BE,Belgium,145228151.0,560.5366666666667,92.28666666666668
2019,PL,Poland,BG,Bulgaria,325690750.0,603.71,70.83
2019,PL,Poland,CH,Switzerland,229411953.0,1025.2633333333333,128.44666666666666
2019,PL,Poland,CY,Cyprus,70750954.0,704.375,87.955
2019,PL,Poland,CZ,Czechia,829344116.0,524.2633333333333,142.32
2019,PL,Poland,DE,Germany,1789338581.0,340.3966666666667,61.64333333333334
2019,PL,Poland,DK,Denmark,117948750.0,457.0566666666667,96.14
2019,PL,Poland,EE,Estonia,5132842.0,449.78,52.25
2019,PL,Poland,EL,Greece,1161233332.0,618.8433333333334,115.05666666666667
2019,PL,Poland,ES,Spain,1064985746.0,604.5966666666667,110.10000000000001
2019,PL,Poland,FI,Finland,32907345.0,741.135,60.825
2019,PL,Poland,FR,France,465992218.0,592.3066666666667,102.33999999999999
2019,PL,Poland,HR,Croatia,858636970.0,587.0500000000001,109.87666666666667
2019,PL,Poland,HU,Hungary,213801496.0,346.0466666666667,78.37666666666667
2019,PL,Poland,IE,Ireland,203240209.0,480.015,34.05
2019,PL,Poland,IS,Iceland,35111108.0,999.475,59.44
2019,PL,Poland,IT,Italy,1222074164.0,500.95666666666665,89.09666666666668
2019,PL,Poland,LT,Lithuania,111643776.0,284.22,76.61333333333333
2019,PL,Poland,LV,Latvia,27518543.0,1069.08,120.695
2019,PL,Poland,MT,Malta,61931417.0,680.9200000000001,93.18
2019,PL,Poland,NL,Netherlands,376814014.0,653.4566666666666,84.97666666666667
2019,PL,Poland,NO,Norway,335785102.0,544.4866666666667,89.14999999999999
2019,PL,Poland,PL,Poland,14306597524.0,153.27333333333334,32.67333333333333
2019,PL,Poland,PT,Portugal,243615990.0,861.625,101.345
2019,PL,Poland,RO,Romania,34215367.0,582.0250000000001,77.285
2019,PL,Poland,SE,Sweden,282513782.0,423.7666666666667,69.32666666666667
2019,PL,Poland,SI,Slovenia,14812674.0,563.44,98.33500000000001
2019,PL,Poland,SK,Slovakia,224898797.0,275.81,60.57333333333333
2019,PL,Poland,TR,Turkey,484451266.0,746.185,89.845
2019,PL,Poland,UK,United Kingdom,977640752.0,418.47,66.92333333333333
2019,PT,Portugal,AT,Austria,32429325.0,717.575,135.315
2019,PT,Portugal,BE,Belgium,51647971.0,485.1933333333333,118.33
2019,PT,Portugal,CH,Switzerland,105999688.0,403.78,64.99666666666667
2019,PT,Portugal,CZ,Czechia,16694123.0,540.0,127.93
2019,PT,Portugal,DE,Germany,134940094.0,529.1366666666667,115.62666666666667
2019,PT,Portugal,EL,Greece,61844535.0,997.725,120.17500000000001
2019,PT,Portugal,ES,Spain,686467654.0,398.1433333333334,87.47333333333334
2019,PT,Portugal,FR,France,281880099.0,422.3833333333334,84.34666666666668
2019,PT,Portugal,HR,Croatia,15481047.0,994.29,141.94
2019,PT,Portugal,IE,Ireland,29979849.0,547.98,95.945
2019,PT,Portugal,IT,Italy,222429019.0,599.84,115.33
2019,PT,Portugal,LU,Luxembourg,15395486.0,406.55,30.13
2019,PT,Portugal,NL,Netherlands,61895090.0,601.0033333333333,132.82333333333335
2019,PT,Portugal,PL,Poland,55036709.0,646.515,72.99
2019,PT,Portugal,PT,Portugal,4884810968.0,170.65666666666667,40.13333333333333
2019,PT,Portugal,TR,Turkey,35302643.0,867.9300000000001,119.38
2019,PT,Portugal,UK,United Kingdom,160092095.0,478.4533333333334,104.56
2019,RO,Romania,AT,Austria,118157609.0,421.33,95.19
2019,RO,Romania,BG,Bulgaria,173379935.0,375.59,78.93
2019,RO,Romania,DE,Germany,75540989.0,362.495,40.68
2019,RO,Romania,EL,Greece,248016143.0,498.825,75.10499999999999
2019,RO,Romania,ES,Spain,145755851.0,554.925,70.93
2019,RO,Romania,FR,France,35828164.0,557.21,59.87
2019,RO,Romania,HU,Hungary,67309199.0,216.38666666666666,56.23333333333333
2019,RO,Romania,IT,Italy,239224329.0,369.96000000000004,69.09333333333333
2019,RO,Romania,RO,Romania,5271841575.0,159.09,41.12
2019,RO,Romania,TR,Turkey,114491008.0,692.23,102.07
2019,RO,Romania,UK,United Kingdom,28063639.0,362.61,32.705
2019,SE,Sweden,AT,Austria,612197435.0,1569.98,214.165
2019,SE,Sweden,BE,Belgium,170118775.0,1093.23,284.05
2019,SE,Sweden,CH,Switzerland,199530051.0,1382.32,283.0
2019,SE,Sweden,CY,Cyprus,226116092.0,1260.885,161.13
2019,SE,Sweden,CZ,Czechia,177025216.0,946.85,255.77
2019,SE,Sweden,DE,Germany,2559067791.0,902.5733333333333,219.35
2019,SE,Sweden,DK,Denmark,1912692010.0,593.0500000000001,188.67333333333332
2019,SE,Sweden,EL,Greece,2001930109.0,1427.79,137.25
2019,SE,Sweden,ES,Spain,7538086264.0,1471.2300000000002,242.45666666666668
2019,SE,Sweden,FI,Finland,2097759368.0,646.6833333333333,203.9
2019,SE,Sweden,FR,France,1755009365.0,1288.9566666666667,272.94666666666666
2019,SE,Sweden,HR,Croatia,1332937323.0,1906.48,166.72500000000002
2019,SE,Sweden,HU,Hungary,201513899.0,1115.29,190.4
2019,SE,Sweden,IT,Italy,3425110303.0,1779.4650000000001,226.08499999999998
2019,SE,Sweden,NL,Netherlands,401629984.0,825.705,282.01
2019,SE,Sweden,NO,Norway,1926791320.0,664.3733333333333,166.55666666666667
2019,SE,Sweden,PL,Poland,637595240.0,677.9733333333334,140.42
2019,SE,Sweden,PT,Portugal,514112586.0,1256.2849999999999,173.975
2019,SE,Sweden,SE,Sweden,23554576096.0,348.6933333333333,101.14333333333333
2019,SE,Sweden,TR,Turkey,1339148718.0,1352.48,161.27499999999998
2019,SE,Sweden,UK,United Kingdom,2001974180.0,1062.6566666666668,296.14666666666665
2019,SI,Slovenia,AT,Austria,88348977.0,277.17333333333335,90.77333333333333
2019,SI,Slovenia,CZ,Czechia,20702121.0,315.95500000000004,130.32
2019,SI,Slovenia,DE,Germany,125101980.0,462.0466666666666,123.63
2019,SI,Slovenia,EL,Greece,64469102.0,734.56,100.615
2019,SI,Slovenia,ES,Spain,71689694.0,585.625,76.77
2019,SI,Slovenia,FR,France,61921191.0,693.8299999999999,93.91499999999999
2019,SI,Slovenia,HR,Croatia,655396404.0,209.46666666666667,41.096666666666664
2019,SI,Slovenia,HU,Hungary,19570503.0,200.31,95.63
2019,SI,Slovenia,IT,Italy,183023542.0,329.9766666666667,92.23333333333335
2019,SI,Slovenia,SI,Slovenia,454314949.0,168.58,47.36000000000001
2019,SI,Slovenia,UK,United Kingdom,26278887.0,661.91,147.6
2019,SK,Slovakia,AT,Austria,261667341.0,329.99333333333334,85.07333333333334
2019,SK,Slovakia,BG,Bulgaria,58354298.0,584.61,75.96
2019,SK,Slovakia,CZ,Czechia,546159330.0,177.33666666666667,52.89333333333334
2019,SK,Slovakia,DE,Germany,84565132.0,273.33,63.02
2019,SK,Slovakia,EL,Greece,156017325.0,706.38,81.88
2019,SK,Slovakia,ES,Spain,138339637.0,584.91,94.44
2019,SK,Slovakia,HR,Croatia,450777593.0,520.625,66.84
2019,SK,Slovakia,HU,Hungary,131917430.0,273.78,78.61333333333333
2019,SK,Slovakia,IT,Italy,406488764.0,632.5899999999999,89.39500000000001
2019,SK,Slovakia,PL,Poland,51244624.0,218.695,67.85
2019,SK,Slovakia,SK,Slovakia,2567532370.0,165.11333333333332,42.879999999999995
2019,SK,Slovakia,TR,Turkey,371383028.0,915.44,104.77
2019,SK,Slovakia,UK,United Kingdom,113219700.0,378.42499999999995,49.3
2022,AT,Austria,AT,Austria,11444556864.0,489.03,140.19666666666666
2022,AT,Austria,BE,Belgium,133327586.0,771.0866666666667,223.9333333333333
2022,AT,Austria,CH,Switzerland,322818904.0,645.7366666666667,182.37666666666667
2022,AT,Austria,CY,Cyprus,134139613.0,1403.83,188.015
2022,AT,Austria,CZ,Czechia,313954830.0,487.9433333333333,148.29999999999998
2022,AT,Austria,DE,Germany,2431516694.0,625.0,168.44333333333333
2022,AT,Austria,EL,Greece,1775744972.0,1697.995,188.935
2022,AT,Austria,ES,Spain,1665835438.0,1267.3233333333335,202.60333333333332
2022,AT,Austria,FI,Finland,62679434.0,1673.39,172.0
2022,AT,Austria,FR,France,964469766.0,1276.0233333333333,237.68666666666664
2022,AT,Austria,HR,Croatia,2382686904.0,784.46,158.33666666666667
2022,AT,Austria,HU,Hungary,419723506.0,439.42333333333335,122.17666666666666
2022,AT,Austria,IE,Ireland,177202323.0,1289.8600000000001,177.37
2022,AT,Austria,IT,Italy,4795744992.0,876.11,186.3066666666667
2022,AT,Austria,NL,Netherlands,220835258.0,881.1633333333333,204.18999999999997
2022,AT,Austria,NO,Norway,215693366.0,2383.335,184.195
2022,AT,Austria,PL,Poland,198245364.0,496.52,109.86
2022,AT,Austria,PT,Portugal,542477920.0,2104.19,214.445
2022,AT,Austria,RO,Romania,81816595.0,593.775,91.275
2022,AT,Austria,SE,Sweden,163631840.0,1632.49,167.115
2022,AT,Austria,SI,Slovenia,300803324.0,598.73,170.82333333333335
2022,AT,Austria,SK,Slovakia,102569568.0,232.41,98.305
2022,AT,Austria,TR,Turkey,829043149.0,1816.01,128.98499999999999
2022,AT,Austria,UK,United Kingdom,566078551.0,1184.17,271.05333333333334
2022,BE,Belgium,AT,Austria,597152126.0,731.3000000000001,146.59333333333333
2022,BE,Belgium,BE,Belgium,2172605194.0,262.8433333333333,75.19333333333334
2022,BE,Belgium,BG,Bulgaria,68479977.0,637.685,45.025
2022,BE,Belgium,CH,Switzerland,336389432.0,661.8466666666667,142.81333333333333
2022,BE,Belgium,CZ,Czechia,65651444.0,591.4549999999999,78.69999999999999
2022,BE,Belgium,DE,Germany,598137336.0,368.23333333333335,101.75333333333333
2022,BE,Belgium,DK,Denmark,132564515.0,975.565,142.73000000000002
2022,BE,Belgium,EL,Greece,778200778.0,1143.485,123.87
2022,BE,Belgium,ES,Spain,3024311766.0,781.7533333333334,122.06333333333333
2022,BE,Belgium,FR,France,4523181214.0,517.3366666666667,104.89
2022,BE,Belgium,HR,Croatia,180105149.0,859.635,78.265
2022,BE,Belgium,HU,Hungary,98690448.0,598.0999999999999,69.105
2022,BE,Belgium,IE,Ireland,64295219.0,664.46,77.74000000000001
2022,BE,Belgium,IT,Italy,1889173402.0,805.2933333333334,137.85333333333332
2022,BE,Belgium,LU,Luxembourg,86012433.0,241.23,106.03999999999999
2022,BE,Belgium,NL,Netherlands,813444228.0,305.6466666666667,94.51666666666667
2022,BE,Belgium,NO,Norway,140467974.0,1302.5549999999998,147.38
2022,BE,Belgium,PL,Poland,123507835.0,479.65999999999997,43.685
2022,BE,Belgium,PT,Portugal,634272528.0,771.0333333333333,127.70666666666666
2022,BE,Belgium,RO,Romania,100993928.0,482.47499999999997,32.305
2022,BE,Belgium,SE,Sweden,112863198.0,740.355,71.035
2022,BE,Belgium,TR,Turkey,498921529.0,793.51,60.06
2022,BE,Belgium,UK,United Kingdom,319953117.0,515.2733333333333,120.38666666666666
2022,BG,Bulgaria,BG,Bulgaria,1525301262.0,236.53333333333333,59.98
2022,BG,Bulgaria,DE,Germany,60163538.0,609.4200000000001,57.019999999999996
2022,BG,Bulgaria,EL,Greece,255618648.0,448.05,92.41333333333334
2022,BG,Bulgaria,ES,Spain,65151603.0,792.45,135.005
2022,BG,Bulgaria,IT,Italy,87026300.0,718.1099999999999,125.825
2022,BG,Bulgaria,RO,Romania,11424542.0,277.65,68.26
2022,BG,Bulgaria,TR,Turkey,192316182.0,387.99666666666667,92.42666666666666
2022,CY,Cyprus,CY,Cyprus,533048166.0,188.43999999999997,58.11333333333334
2022,CY,Cyprus,EL,Greece,761067912.0,795.4200000000001,163.58333333333334
2022,CY,Cyprus,FR,France,49585423.0,1454.36,353.81
2022,CY,Cyprus,IT,Italy,121236390.0,1194.44,197.89499999999998
2022,CY,Cyprus,UK,United Kingdom,412984639.0,1250.9050000000002,101.71000000000001
2022,CZ,Czechia,AT,Austria,439831969.0,384.8966666666667,85.62666666666667
2022,CZ,Czechia,BG,Bulgaria,148035558.0,544.37,68.26
2022,CZ,Czechia,CZ,Czechia,5293586936.0,116.00333333333333,29.53
2022,CZ,Czechia,DE,Germany,191009468.0,349.8033333333333,83.95666666666666
2022,CZ,Czechia,EL,Greece,543021208.0,748.51,97.0
2022,CZ,Czechia,ES,Spain,446327416.0,777.0550000000001,104.83500000000001
2022,CZ,Czechia,FR,France,175097992.0,639.125,101.345
2022,CZ,Czechia,HR,Croatia,929075896.0,543.46,68.83
2022,CZ,Czechia,HU,Hungary,212792670.0,370.93666666666667,88.63333333333333
2022,CZ,Czechia,IT,Italy,716085786.0,540.82,121.38999999999999
2022,CZ,Czechia,PL,Poland,224729318.0,258.18666666666667,60.946666666666665
2022,CZ,Czechia,PT,Portugal,169829764.0,838.29,87.33
2022,CZ,Czechia,SK,Slovakia,514199220.0,215.85000000000002,49.39000000000001
2022,CZ,Czechia,TR,Turkey,351830958.0,691.36,90.14
2022,CZ,Czechia,UK,United Kingdom,49220466.0,587.49,119.95
2022,DE,Germany,AT,Austria,17269951061.0,680.37,149.26666666666668
2022,DE,Germany,BE,Belgium,469990845.0,480.41,130.26
2022,DE,Germany,CH,Switzerland,3273120204.0,621.25,134.57000000000002
2022,DE,Germany,CZ,Czechia,1289714482.0,482.7033333333334,133.63
2022,DE,Germany,DE,Germany,96024562178.0,381.74,96.58
2022,DE,Germany,DK,Denmark,4086500088.0,701.585,82.075
2022,DE,Germany,EL,Greece,7798525124.0,1156.4499999999998,110.825
2022,DE,Germany,ES,Spain,23435299936.0,1280.725,127.285
2022,DE,Germany,FR,France,11797067436.0,882.66,141.07666666666668
2022,DE,Germany,HR,Croatia,5953479985.0,902.895,85.96000000000001
2022,DE,Germany,HU,Hungary,1033892573.0,1109.15,101.38
2022,DE,Germany,IT,Italy,23754172376.0,926.2733333333334,177.89333333333332
2022,DE,Germany,NL,Netherlands,5990353234.0,502.4433333333333,111.38333333333333
2022,DE,Germany,NO,Norway,3238279733.0,1554.285,73.38999999999999
2022,DE,Germany,PL,Poland,3075274738.0,526.1033333333334,97.86333333333333
2022,DE,Germany,PT,Portugal,7269454732.0,1696.6950000000002,139.15
2022,DE,Germany,SE,Sweden,2871596788.0,1100.66,80.9
2022,DE,Germany,TR,Turkey,8670703816.0,1253.53,105.16999999999999
2022,DE,Germany,UK,United Kingdom,5777796637.0,1182.82,235.48333333333335
2022,EE,Estonia,DE,Germany,109058340.0,1420.01,252.29000000000002
2022,EE,Estonia,EE,Estonia,941616522.0,222.86999999999998,79.64999999999999
2022,EE,Estonia,EL,Greece,91135550.0,1347.16,155.38
2022,EE,Estonia,ES,Spain,168835753.0,1411.9699999999998,135.61
2022,EE,Estonia,FI,Finland,115921905.0,447.0566666666667,98.92333333333333
2022,EE,Estonia,FR,France,63976644.0,1192.9699999999998,166.725
2022,EE,Estonia,IT,Italy,213136404.0,1218.935,158.215
2022,EE,Estonia,LT,Lithuania,31733507.0,470.865,174.63
2022,EE,Estonia,LV,Latvia,82444282.0,328.675,169.73000000000002
2022,EE,Estonia,NO,Norway,24790795.0,1354.89,96.27
2022,EE,Estonia,PL,Poland,16980229.0,663.55,142.67
2022,EE,Estonia,SE,Sweden,77039338.0,556.1966666666667,142.43666666666667
2022,EE,Estonia,TR,Turkey,249986507.0,1531.315,165.97
2022,EE,Estonia,UK,United Kingdom,39178526.0,1220.46,265.0
2022,EL,Greece,AT,Austria,13528306.0,1072.9,188.92
2022,EL,Greece,BG,Bulgaria,34579863.0,504.77,86.67
2022,EL,Greece,CH,Switzerland,44603699.0,1137.615,192.625
2022,EL,Greece,CY,Cyprus,48030719.0,632.7850000000001,41.355000000000004
2022,EL,Greece,DE,Germany,84961221.0,622.0699999999999,60.83
2022,EL,Greece,EL,Greece,4645271596.0,353.50666666666666,55.973333333333336
2022,EL,Greece,ES,Spain,108543132.0,1235.33,80.345
2022,EL,Greece,FR,France,102561351.0,1029.23,145.49
2022,EL,Greece,HU,Hungary,19670502.0,545.3149999999999,124.99
2022,EL,Greece,IT,Italy,177067724.0,776.0600000000001,177.91
2022,EL,Greece,NL,Netherlands,16866109.0,1031.83,181.59
